,0
0,0.030612244897959183
1,0.05
2,0.04081632653061224
3,0.009174311926605505
4,0.027586206896551724
5,0.0449438202247191
6,0.024193548387096774
7,0.037037037037037035
8,0.024
9,0.025210084033613446
10,0.0707070707070707
11,0.041237113402061855
12,0.06481481481481481
13,0.05555555555555555
14,0.025477707006369428
15,0.04672897196261682
16,0.02877697841726619
17,0.07692307692307693
18,0.05714285714285714
19,0.05555555555555555
20,0.05825242718446602
21,0.023255813953488372
22,0.024390243902439025
23,0.05303030303030303
24,0.058333333333333334
25,0.05063291139240506
26,0.014492753623188406
27,0.026490066225165563
28,0.02857142857142857
29,0.021052631578947368
30,0.02912621359223301
31,0.041666666666666664
32,0.020202020202020204
33,0.03125
34,0.06716417910447761
35,0.03937007874015748
36,0.022598870056497175
37,0.061946902654867256
38,0.052083333333333336
39,0.0625
40,0.05813953488372093
41,0.07608695652173914
42,0.06593406593406594
43,0.058823529411764705
44,0.02877697841726619
45,0.02142857142857143
46,0.032679738562091505
47,0.02097902097902098
48,0.016304347826086956
49,0.011904761904761904
50,0.022388059701492536
51,0.03225806451612903
52,0.012903225806451613
53,0.014184397163120567
54,0.01910828025477707
55,0.02912621359223301
56,0.03418803418803419
57,0.03759398496240601
58,0.051470588235294115
59,0.034013605442176874
60,0.034482758620689655
61,0.0380952380952381
62,0.052083333333333336
63,0.04950495049504951
64,0.04672897196261682
65,0.11538461538461539
66,0.05555555555555555
67,0.0547945205479452
68,0.05063291139240506
69,0.06
70,0.04
71,0.061224489795918366
72,0.023255813953488372
73,0.0440251572327044
74,0.026845637583892617
75,0.04032258064516129
76,0.023809523809523808
77,0.0
78,0.019736842105263157
79,0.018292682926829267
80,0.0390625
81,0.024193548387096774
82,0.0380952380952381
83,0.019704433497536946
84,0.012738853503184714
85,0.0043859649122807015
86,0.026119402985074626
87,0.022026431718061675
88,0.025974025974025976
89,0.020202020202020204
90,0.01818181818181818
91,0.022123893805309734
92,0.02734375
93,0.021806853582554516
94,0.022653721682847898
95,0.024
96,0.02608695652173913
97,0.0
98,0.03414634146341464
99,0.0196078431372549
100,0.020833333333333332
101,0.025735294117647058
102,0.01838235294117647
103,0.012605042016806723
104,0.020080321285140562
105,0.012048192771084338
106,0.016194331983805668
107,0.02422145328719723
108,0.01597444089456869
109,0.025925925925925925
110,0.029288702928870293
111,0.038922155688622756
112,0.021645021645021644
113,0.025210084033613446
114,0.02880658436213992
115,0.0299625468164794
116,0.028112449799196786
117,0.019417475728155338
118,0.019230769230769232
119,0.02284263959390863
120,0.026455026455026454
121,0.026385224274406333
122,0.023076923076923078
123,0.019801980198019802
124,0.022113022113022112
125,0.023404255319148935
126,0.02608695652173913
127,0.015717092337917484
128,0.014344262295081968
129,0.01904761904761905
130,0.02066115702479339
131,0.018789144050104383
132,0.02385685884691849
133,0.027829313543599257
134,0.01098901098901099
135,0.032407407407407406
136,0.029411764705882353
137,0.02616279069767442
138,0.025936599423631124
139,0.02318840579710145
140,0.03048780487804878
141,0.021538461538461538
142,0.025495750708215296
143,0.020348837209302327
144,0.011764705882352941
145,0.0125
146,0.0121580547112462
147,0.009009009009009009
148,0.013071895424836602
149,0.012345679012345678
150,0.017391304347826087
151,0.02064896755162242
152,0.019417475728155338
153,0.020761245674740483
154,0.030508474576271188
155,0.02280130293159609
156,0.028125
157,0.02413793103448276
158,0.02280130293159609
