,0,1,2
0,0.0590581715319748,0.14878154741928626,0.02195108293360194
1,0.05825802682441816,0.17873518651072237,0.0
2,0.0347864799489404,0.12775229451746312,0.0
3,0.03683002352419857,0.20592511470422134,0.0237691306166093
4,0.041224789833981014,0.23656179899853177,0.0005630490206764908
5,0.03980643611167419,0.18823759754071337,0.0020372982392238954
6,0.021097845987180702,0.2899434003918398,2.7968835039223177e-07
7,0.07955739236779846,0.18178112702890978,0.0
8,0.020887779786658085,0.28248241915082567,2.789178290342349e-05
9,0.026589877150530357,0.2578171152104809,3.649580986849529e-06
10,0.0648735428711056,0.1940788930477407,0.0
11,0.055141692193093096,0.18689520910494306,0.0
12,0.07606491678939624,0.17516111044141652,0.0
13,0.08741119318899467,0.14884244827541473,0.0
14,0.02279376122288585,0.2754830807595303,0.03855142168780201
15,0.01269116000133892,0.29001011693212303,0.002051341583339694
16,0.02220478036252232,0.2623645061727494,0.03126188104709236
17,0.04609024734180354,0.2248447433941181,0.028100707577726737
18,0.03736290340790457,0.27383766593598596,0.06241475036682567
19,0.04943608874922647,0.2635769696562126,0.03563934036825101
20,0.015209360501002571,0.2586392275830754,0.014395301450772684
21,0.03167389462657682,0.2743773040302193,0.006694752951398112
22,0.030517550765217158,0.2749427379684289,6.525705920264939e-10
23,0.023465564626311858,0.2796362262385673,0.0038144435901710586
24,0.019430167563953975,0.2557166860302798,0.027771863614679367
25,0.037776499003481005,0.19499939682716586,0.0009069111552107062
26,0.05392228175207706,0.22531399312186584,0.0
27,0.03410642061746568,0.30715065103606404,0.0
28,0.04625695158950014,0.233965181274801,0.0
29,0.029446270658825185,0.24420719242464434,0.0
30,0.026002836530593695,0.26817736559986866,0.0
31,0.04617398545287027,0.2698751802992739,0.0
32,0.03888182185280552,0.25258037226952346,0.0
33,0.029570337488081452,0.23984993095065776,0.0
34,0.051549758798419096,0.2086101787351619,0.0
35,0.052203416886232305,0.25709806541777147,0.0
36,0.027148059166005555,0.32749330103453456,0.0
37,0.035572100137808885,0.2721539991863158,0.0
38,0.03638036194979105,0.2420033538720359,0.0
39,0.036328751918397004,0.24224825330752,0.0
40,0.038605014047163294,0.23051084454404988,0.0
41,0.058105349537138466,0.20998599806351945,0.0
42,0.06106771673500638,0.2040418029534313,0.0
43,0.07309744555478966,0.23132064781548037,0.0
44,0.04645000864627999,0.30421799725049864,0.0
45,0.03711526099625931,0.3039926667824027,0.0
46,0.049406847634777096,0.3069908407427051,0.0
47,0.03378748380897671,0.3218299175222984,0.0
48,0.04984138461617194,0.3347873964239143,0.0
49,0.03479566592348791,0.34329514651124843,0.0
50,0.03627655034536339,0.31009075028909394,0.0
51,0.04664655430917769,0.3090912450882638,0.0
52,0.04184837079047293,0.3076431420391409,0.0
53,0.03465020267978502,0.31175304547660193,0.0
54,0.04422251527710392,0.3247781889946399,0.0
55,0.054646564530042706,0.3213338348581563,0.0
